org,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,total,percent_change_16to24,annual_avg_14to23,annual_avg_13to17,latest_update
consumer-reports-innovation-lab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,,0.3,0.2,2025-12-17 09:03:36+00:00
consumerreports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,2025-12-22 22:51:07+00:00
coralproject,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,20.0,15.0,14.0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,71.0,-0.95,7.0,9.0,2026-01-03 18:11:30+00:00
cornelldatajournal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,11.0,0.0,18.0,inf,0.1,0.0,2025-11-21 23:15:34+00:00
correctiv,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,13.0,20.0,3.0,3.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,73.0,-0.9230769230769231,7.2,12.0,2025-09-29 15:08:37+00:00
courierjournal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,,1.9,1.0,2025-02-27 01:15:55+00:00
cronkite-news,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.1,0.2,2015-04-24 09:25:52+00:00
cunyjschool,0.0,0.0,22.0,11.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,,0.3,0.6,2024-07-09 12:14:19+00:00
dailybeast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,-1.0,0.5,0.4,2026-01-04 00:27:25+00:00
dailycal-projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,15.0,10.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,-1.0,5.0,5.0,2026-01-03 20:42:10+00:00
dailykos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.5,0.8,2023-01-28 21:02:02+00:00
dallasmorningnews,0.0,0.0,0.0,0.0,1.0,0.0,8.0,14.0,33.0,21.0,10.0,7.0,3.0,0.0,6.0,4.0,2.0,4.0,0.0,113.0,-0.9393939393939394,10.6,15.2,2026-01-04 13:12:56+00:00
data-liberation-project,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,6.0,1.0,0.0,24.0,inf,1.7,0.0,2026-01-04 13:41:35+00:00
datadesk,0.0,2.0,5.0,12.0,4.0,10.0,10.0,12.0,12.0,17.0,23.0,31.0,13.0,9.0,6.0,3.0,1.0,1.0,0.0,171.0,-0.9166666666666666,13.6,12.2,2026-01-04 10:05:01+00:00
datahub,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,-0.9411764705882353,2.9,5.0,2025-12-28 12:10:30+00:00
datamade,0.0,0.0,0.0,2.0,6.0,14.0,27.0,27.0,29.0,21.0,16.0,10.0,9.0,2.0,6.0,4.0,5.0,4.0,0.0,182.0,-0.8275862068965517,15.1,23.6,2026-01-02 23:51:44+00:00
datanews,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,-1.0,3.9,7.6,2025-10-26 17:44:30+00:00
datawrapper,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,4.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,-1.0,1.6,1.0,2025-12-16 09:25:23+00:00
delawaredata,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.4,2014-05-03 02:44:08+00:00
denverpost,0.0,0.0,0.0,0.0,1.0,8.0,22.0,42.0,26.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,-1.0,10.8,21.0,2025-07-15 19:20:21+00:00
derspiegel,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,,0.5,0.2,2025-12-15 14:20:31+00:00
deseretnews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.4,0.0,2021-06-10 21:38:35+00:00
dnainfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.2,0.4,2015-05-05 17:31:08+00:00
documentcloud,0.0,4.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,-1.0,0.9,1.6,2025-12-19 22:22:39+00:00
dowjones,0.0,0.0,0.0,0.0,1.0,2.0,10.0,24.0,9.0,3.0,6.0,8.0,4.0,3.0,3.0,1.0,0.0,2.0,0.0,76.0,-1.0,7.1,9.6,2025-12-30 02:31:38+00:00
dronejournalismlab,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.1,0.4,2025-09-20 13:21:20+00:00
dukechronicle,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,-1.0,0.7,1.8,2026-01-03 17:38:05+00:00
dw-data,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,10.0,16.0,12.0,13.0,13.0,16.0,0.0,117.0,inf,8.8,0.0,2025-12-11 22:14:00+00:00
economistdigitalsolutions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,8.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,-1.0,2.0,1.0,2025-07-03 17:42:46+00:00
enigma-io,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,-1.0,1.1,2.0,2025-10-04 15:35:28+00:00
financial-times,0.0,0.0,0.0,0.0,0.0,9.0,43.0,112.0,244.0,118.0,73.0,46.0,25.0,12.0,10.0,6.0,2.0,0.0,0.0,700.0,-0.9918032786885246,68.9,105.2,2026-01-02 14:10:42+00:00
fiquemsabendo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,6.0,,0.3,0.0,2025-12-09 14:10:35+00:00
firstlookmedia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,3.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,-1.0,2.7,2.6,2025-12-22 22:47:50+00:00
fivethirtyeight,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,1.0,2.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,23.0,-1.0,2.3,2.0,2026-01-03 22:48:32+00:00
flatwaterfreepress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,6.0,inf,0.2,0.0,2025-12-11 16:05:50+00:00
folhasp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,-0.75,0.7,1.0,2025-12-14 01:40:41+00:00
francetv,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,23.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,-0.9565217391304348,5.2,8.8,2025-12-29 18:25:06+00:00
freedomofpress,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,15.0,17.0,12.0,7.0,9.0,5.0,6.0,9.0,4.0,28.0,0.0,118.0,-0.7333333333333333,8.4,7.4,2026-01-04 12:26:04+00:00
frontlinepbs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,0.2,0.0,2023-01-10 17:15:24+00:00
ft-interactive,0.0,0.0,0.0,0.0,5.0,11.0,12.0,20.0,81.0,88.0,9.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,234.0,-0.9876543209876543,21.7,42.4,2025-12-23 02:08:14+00:00
ftc-editorial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,-1.0,1.4,2.8,2023-06-26 03:34:45+00:00
ftchinese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,14.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,41.0,-0.8,4.0,5.6,2026-01-04 00:14:12+00:00
ftlabs,0.0,0.0,0.0,0.0,4.0,5.0,3.0,4.0,38.0,29.0,10.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,-1.0,10.0,15.8,2026-01-02 18:03:24+00:00
fullfact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,3.0,0.0,14.0,inf,0.9,0.4,2026-01-02 09:41:44+00:00
gannettdigital,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.0,2.0,5.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,28.0,-0.75,2.5,3.4,2025-12-18 14:57:48+00:00
gatehousemedia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,1.7,0.0,2025-06-18 16:55:11+00:00
gawkermedia,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,4.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,-1.0,2.3,3.2,2025-10-26 17:40:46+00:00
gdnmobilelab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,-1.0,4.1,7.4,2025-07-10 21:56:26+00:00
globeandmail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,8.0,17.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,50.0,,5.0,3.0,2025-11-21 21:31:48+00:00
globocom,0.0,0.0,1.0,4.0,29.0,13.0,32.0,13.0,34.0,46.0,42.0,15.0,16.0,12.0,5.0,0.0,1.0,5.0,0.0,268.0,-0.9705882352941176,21.5,27.6,2026-01-04 13:59:57+00:00
gmg-special-projects-desk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,1.2,0.4,2025-11-21 20:34:45+00:00
googletrends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,19.0,15.0,7.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,81.0,-1.0,8.1,10.8,2026-01-03 23:04:15+00:00
govtrack,0.0,0.0,0.0,1.0,3.0,3.0,5.0,3.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,-1.0,1.6,3.2,2026-01-03 07:07:27+00:00
grist-data-desk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,7.0,0.0,15.0,inf,0.5,0.0,2025-09-11 21:01:40+00:00
guardian,0.0,0.0,9.0,15.0,29.0,65.0,130.0,190.0,221.0,236.0,210.0,200.0,190.0,136.0,127.0,93.0,47.0,24.0,0.0,1922.0,-0.7873303167420814,173.3,168.4,2026-01-04 07:17:14+00:00
haaretz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,6.0,2.0,2.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,38.0,-0.9444444444444444,3.7,5.0,2024-12-22 09:53:21+00:00
hackshackers,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,-1.0,0.9,2.0,2025-10-30 23:03:04+00:00
hartfordcourant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,1.0,2.0,2020-07-01 04:39:08+00:00
harvard-lampoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,,0.2,0.0,2022-05-02 15:03:09+00:00
hbrgtech,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.3,0.6,2023-04-30 08:40:30+00:00
hearst-dd,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-1.0,0.6,1.0,2019-10-01 02:57:59+00:00
hearst-hatchery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.2,0.0,2022-12-08 15:06:06+00:00
hearstcorp,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.6,1.2,2023-01-28 17:56:10+00:00
hechinger,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,6.0,inf,0.3,0.2,2025-12-14 23:34:18+00:00
hindustantimeslabs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,33.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,-1.0,5.1,9.2,2025-11-22 04:37:16+00:00
houston-chronicle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,16.0,,1.6,0.0,2025-02-24 22:10:53+00:00
howard-center-investigations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,,0.8,0.0,2025-10-02 02:11:30+00:00
icfj-org,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.1,0.2,2016-05-05 01:15:25+00:00
icij,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,8.0,7.0,21.0,3.0,3.0,9.0,6.0,3.0,0.0,66.0,2.0,5.6,1.2,2026-01-03 02:49:43+00:00
imedd-lab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,6.0,inf,0.2,0.0,2025-09-11 09:28:13+00:00
infoamazonia,0.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,1.0,0.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,0.0,2.8,2.8,2025-12-23 00:56:32+00:00
initiumlab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,-1.0,4.2,7.8,2021-12-07 09:56:24+00:00
inn,0.0,0.0,0.0,0.0,0.0,3.0,10.0,5.0,45.0,27.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,-1.0,9.9,18.0,2025-08-27 12:05:55+00:00
insideclimatenews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,9.0,0.0,15.0,inf,0.4,0.0,2025-12-18 22:14:46+00:00
insideenergy,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-1.0,0.9,1.8,2025-05-21 15:19:16+00:00
internews-ke,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.4,0.8,2015-08-01 02:51:56+00:00
invinst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,-1.0,1.8,2.4,2025-12-05 12:59:03+00:00
ireapps,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,6.0,3.0,3.0,5.0,4.0,5.0,4.0,0.0,41.0,inf,3.1,0.8,2025-12-17 09:03:24+00:00
irworkshop,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,0.4,0.6,2025-10-17 21:59:48+00:00
islandpacket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.1,0.0,2021-10-17 23:26:12+00:00
journalismai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,,0.7,0.0,2024-11-12 02:53:38+00:00
jplusplus,0.0,0.0,0.0,0.0,3.0,23.0,15.0,33.0,14.0,11.0,8.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,114.0,-1.0,8.8,19.2,2025-11-28 19:51:28+00:00
kffdata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.1,0.0,2025-12-17 18:00:56+00:00
khnews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,,0.5,0.0,2025-08-12 12:00:08+00:00
kiln,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,16.0,4.0,4.0,0.0,7.0,5.0,3.0,4.0,0.0,0.0,48.0,inf,4.1,4.0,2025-12-29 10:56:15+00:00
kpbs,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.1,0.4,2023-01-28 10:14:43+00:00
kqed,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,16.0,-0.3333333333333333,1.3,1.6,2025-09-09 16:37:59+00:00
labsletemps,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,1.0,1.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-1.0,3.4,4.0,2025-12-03 16:05:14+00:00
lanacioncom,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18.0,-1.0,1.5,2.8,2025-01-24 15:36:27+00:00
laopinion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,-1.0,2.2,1.6,2025-02-05 04:28:50+00:00
learninglab,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.6,1.2,2017-04-11 16:14:24+00:00
lemonde,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,11.0,,0.9,0.8,2026-01-04 11:19:37+00:00
lenfest-institute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,inf,0.0,0.0,2025-01-06 14:29:52+00:00
lenfestlab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,,0.3,0.0,2023-01-28 00:26:53+00:00
liberation,0.0,0.0,2.0,3.0,4.0,8.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,-1.0,0.9,3.4,2025-08-26 01:26:38+00:00
lighthouse-reports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,2.0,0.0,13.0,inf,0.7,0.0,2025-12-15 11:43:32+00:00
localatbrown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,11.0,inf,0.9,0.0,2025-04-23 15:30:45+00:00
mailonline,0.0,0.0,0.0,0.0,0.0,3.0,8.0,11.0,16.0,10.0,5.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,61.0,-1.0,5.8,9.6,2025-12-24 05:41:30+00:00
mashable,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-1.0,0.4,0.8,2025-09-10 20:30:07+00:00
mcclatchy,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,18.0,9.0,4.0,1.0,0.0,5.0,4.0,0.0,1.0,0.0,45.0,-1.0,4.4,4.2,2025-12-12 17:51:37+00:00
mcclatchy-southeast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,12.0,inf,1.1,0.0,2025-12-29 05:23:10+00:00
meedan,0.0,0.0,0.0,2.0,6.0,0.0,7.0,9.0,8.0,6.0,6.0,3.0,8.0,6.0,3.0,1.0,1.0,1.0,0.0,67.0,-0.875,5.7,6.0,2025-12-17 11:38:39+00:00
miamiherald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,-1.0,1.8,3.4,2022-09-07 21:42:07+00:00
michiganradio,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.1,0.2,2022-02-01 08:05:18+00:00
micnews,0.0,0.0,0.0,0.0,0.0,0.0,46.0,25.0,46.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,-1.0,12.7,24.8,2025-12-13 21:19:22+00:00
minneapolisstartribune,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,15.0,inf,0.9,0.6,2025-12-10 16:02:31+00:00
minnpost,0.0,0.0,0.0,3.0,37.0,38.0,37.0,6.0,12.0,6.0,10.0,6.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,168.0,-1.0,9.0,19.8,2025-12-12 23:21:09+00:00
mirror-media,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,1.0,2.0,9.0,10.0,4.0,3.0,1.0,1.0,0.0,45.0,-0.8,4.3,2.8,2026-01-02 10:55:07+00:00
missionlocal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,9.0,inf,0.1,0.0,2025-12-22 15:19:16+00:00
motherjones,0.0,0.0,0.0,0.0,6.0,13.0,28.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0,2.0,0.0,0.0,0.0,69.0,,5.0,8.8,2025-12-05 15:31:56+00:00
mtfreepress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,13.0,inf,0.0,0.0,2025-12-31 01:57:30+00:00
muckrack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,2025-08-04 13:29:02+00:00
muckrock,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,5.0,3.0,1.0,25.0,21.0,10.0,6.0,0.0,78.0,9.0,6.1,1.2,2025-12-31 22:07:41+00:00
natgeosociety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,0.8,0.0,2025-06-07 17:04:23+00:00
nbcnews,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,-1.0,1.3,1.4,2025-08-25 17:02:36+00:00
news-catalyst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,1.7,0.0,2025-04-12 14:18:59+00:00
newsappajc,0.0,0.0,0.0,0.0,0.0,8.0,2.0,7.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,-1.0,1.5,4.2,2021-03-04 22:42:33+00:00
newsapps,0.0,0.0,6.0,10.0,7.0,8.0,3.0,8.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,-1.0,2.1,5.6,2026-01-03 17:37:48+00:00
newsappsio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.2,0.4,2025-05-07 20:48:13+00:00
newscientistapps,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.1,1.2,2024-01-26 11:17:19+00:00
